epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
173,61122.3,0.44017,0.33029,0.99491,0.99437,0.99039,0.9912,0.98312,0.16744,0.09784,0.74194,0.001486,0.001486,0.001486
174,61491.7,0.44187,0.32666,0.99367,0.99427,0.99055,0.99123,0.98316,0.16704,0.09766,0.74188,0.0014365,0.0014365,0.0014365
175,61843.5,0.44205,0.33548,0.99424,0.99431,0.9907,0.99126,0.98319,0.16654,0.09761,0.74177,0.001387,0.001387,0.001387
176,62201.4,0.43666,0.32342,0.99508,0.99433,0.99067,0.99127,0.98317,0.16599,0.0974,0.74167,0.0013375,0.0013375,0.0013375
177,62562,0.43201,0.32172,0.98764,0.9942,0.99086,0.99122,0.98324,0.16521,0.09708,0.74147,0.001288,0.001288,0.001288
178,62929,0.42691,0.31819,0.98641,0.9945,0.99031,0.99124,0.9833,0.16413,0.09682,0.74123,0.0012385,0.0012385,0.0012385
179,63299.8,0.42478,0.31678,0.98357,0.99455,0.99034,0.99127,0.98335,0.16308,0.09646,0.74103,0.001189,0.001189,0.001189
180,63653.7,0.42532,0.31688,0.99004,0.99418,0.99074,0.9913,0.98338,0.16226,0.09609,0.7408,0.0011395,0.0011395,0.0011395
181,64008.2,0.4215,0.31109,0.98452,0.99414,0.99084,0.99131,0.98339,0.16133,0.09561,0.74054,0.00109,0.00109,0.00109
182,64373.1,0.42066,0.30983,0.98475,0.99408,0.99094,0.9913,0.98342,0.16072,0.09537,0.74032,0.0010405,0.0010405,0.0010405
183,64736.2,0.4124,0.30731,0.98109,0.99408,0.99094,0.99133,0.98344,0.15999,0.09515,0.74012,0.000991,0.000991,0.000991
